restaurant,street,city,state,zip,street_len,concat
Spoon Thai Restaurant,4608 N Western Ave,Chicago,IL,60625,4,"4608 N Western Ave, Chicago, IL 60625"
Sports Page,1330 E Rand Rd,Arlington Heights,IL,60004,4,"1330 E Rand Rd, Arlington Heights, IL 60004"
Spring,7601 S. Cicero Ave Ste 1346,Chicago,IL,60652,6,"7601 S. Cicero Ave Ste 1346, Chicago, IL 60652"
Springdale Restaurant,2260 Bloomingdale Rd,Glendale Heights,IL,60139,3,"2260 Bloomingdale Rd, Glendale Heights, IL 60139"
Spring Garden Cafe,1900 Army Trl Rd,Hanover Park,IL,60133,4,"1900 Army Trl Rd, Hanover Park, IL 60133"
Spring Street Natural Restaurant,62 Spring St,New York,NY,10012,3,"62 Spring St, New York, NY 10012"
Sprout,1417 Fullerton Ave,Chicago,IL,60614,3,"1417 Fullerton Ave, Chicago, IL 60614"
Spudnix,1089 White Bluff Rd,White Bluff,TN,37187,4,"1089 White Bluff Rd, White Bluff, TN 37187"
Spuds,5739 W Irving Park Rd,Chicago,IL,60634,5,"5739 W Irving Park Rd, Chicago, IL 60634"
Squab Gyros,2348 N Mannheim Rd,Melrose Park,IL,60164,4,"2348 N Mannheim Rd, Melrose Park, IL 60164"
Square on Square,1905 Chestnut Street,Philadelphia,PA,19103,3,"1905 Chestnut Street, Philadelphia, PA 19103"
Square Roots Kitchen,3109 N Broadway St,Chicago,IL,60657,4,"3109 N Broadway St, Chicago, IL 60657"
Sri Ganesh Cuisine,837 E Roosevelt Rd,Lombard,IL,60148,4,"837 E Roosevelt Rd, Lombard, IL 60148"
Sri Sri Kishore Kishori Temple,1734 W Lunt Ave,Chicago,IL,60626,4,"1734 W Lunt Ave, Chicago, IL 60626"
Stadium Sports Club,4015 Algonquin Rd,Rolling Meadows,IL,60008,3,"4015 Algonquin Rd, Rolling Meadows, IL 60008"
Standard India Restaurant,917 W. Belmont Avenue,Chicago,IL,60657,4,"917 W. Belmont Avenue, Chicago, IL 60657"
Standing Room Only,610 S Dearborn St,Chicago,IL,60605,4,"610 S Dearborn St, Chicago, IL 60605"
Stanley's on Racine,324 S Racine Ave,Chicago,IL,60607,4,"324 S Racine Ave, Chicago, IL 60607"
Stanley's On the Go,1250 South Michigan Ave,Chicago,IL,60605,4,"1250 South Michigan Ave, Chicago, IL 60605"
Starfruit,2142 N Halsted,Chicago,IL,60614,3,"2142 N Halsted, Chicago, IL 60614"
Star of Siam,11 E Illinois Street,Chicago,IL,60610,4,"11 E Illinois Street, Chicago, IL 60610"
Staropolska Restaurant,3030 N Milwaukee Ave,Chicago,IL,60618,4,"3030 N Milwaukee Ave, Chicago, IL 60618"
STARSHIP SUBS,7618 W. Madison,Forest Park,IL,60130,3,"7618 W. Madison, Forest Park, IL 60130"
State and Lake Restaurant,201 N State St,Chicago,IL,60601,4,"201 N State St, Chicago, IL 60601"
State Street Pizza Company,400 N State St,Chicago,IL,60654,4,"400 N State St, Chicago, IL 60654"
Station,166 N 7th St (between Bedford Ave & Driggs Ave),Brooklyn,NY,11211,10,"166 N 7th St (between Bedford Ave & Driggs Ave), Brooklyn, NY 11211"
Stav's Kitchen,655 W Lake St,Addison,IL,60101,4,"655 W Lake St, Addison, IL 60101"
Stefani's Tuscany Cafe,77 W Wacker Dr,Chicago,IL,60601,4,"77 W Wacker Dr, Chicago, IL 60601"
Stefano's Pizza,2124 W Lawrence Ave,Chicago,IL,60625,4,"2124 W Lawrence Ave, Chicago, IL 60625"
Stella Barra Hollywood,6372 Sunset Blvd,Los Angeles,CA,90028,3,"6372 Sunset Blvd, Los Angeles, CA 90028"
Stella Barra Santa Monica,2000 Main St,Santa Monica,CA,90405,3,"2000 Main St, Santa Monica, CA 90405"
Stellas Diner,3042 N. Broadway Street,Chicago,IL,60657,4,"3042 N. Broadway Street, Chicago, IL 60657"
Steve's Deli,354 W Hubbard St,Chicago,IL,60654,4,"354 W Hubbard St, Chicago, IL 60654"
Steve's Gyros,916 E Roosevelt Rd,Lombard,IL,60148,4,"916 E Roosevelt Rd, Lombard, IL 60148"
Stevens Restaurant,2393 63rd street,Woodridge,IL,60517,3,"2393 63rd street, Woodridge, IL 60517"
steves place,230 W. Chicago ave.,Chicago,IL,60610,4,"230 W. Chicago ave., Chicago, IL 60610"
Sticky Rice,4018 N Western Ave,Chicago,IL,60618,4,"4018 N Western Ave, Chicago, IL 60618"
Stir,84 12th St NE,Atlanta,GA,30309,4,"84 12th St NE, Atlanta, GA 30309"
Stir Crazy,28252 Diehl Rd,Warrenville,IL,60555,3,"28252 Diehl Rd, Warrenville, IL 60555"
Stir Crazy,5 Woodfield Mall,Schaumburg,IL,60173,3,"5 Woodfield Mall, Schaumburg, IL 60173"
Stir Crazy,105 Oakbrook Ctr,Oak Brook,IL,60523,3,"105 Oakbrook Ctr, Oak Brook, IL 60523"
Stir It Up Cuisine,602 Middle St,Weymouth,MA,2189,3,"602 Middle St, Weymouth, MA 2189"
Stocks & Blondes Bar & Grille,40 N Wells St,Chicago,IL,60606,4,"40 N Wells St, Chicago, IL 60606"
Stockyard Sandwiches,1541 Spring Garden St,Philadelphia,PA,19130,4,"1541 Spring Garden St, Philadelphia, PA 19130"
Stoked Pizza,1632 Beacon Street,Brookline,MA,2445,3,"1632 Beacon Street, Brookline, MA 2445"
Stone Creek Bar and Grill,140 E 27th Street,New York,NY,10016,4,"140 E 27th Street, New York, NY 10016"
Stone Dragon,162 N Gary Ave,Carol Stream,IL,60188,4,"162 N Gary Ave, Carol Stream, IL 60188"
Stone Eagle Tavern,4680 Hoffman Blvd Hoffman Estates,Hoffman Estates,IL,60192,5,"4680 Hoffman Blvd Hoffman Estates, Hoffman Estates, IL 60192"
Stones BBQ Pit,2911 HIGHWAY 99,Murfreesboro,TN,37128,3,"2911 HIGHWAY 99, Murfreesboro, TN 37128"
Stonewood Ale House Wood Fire Grill,601 Mall Drive,Schaumburg,IL,60173,3,"601 Mall Drive, Schaumburg, IL 60173"
Storefront Company,1941 W North Avenue,Chicago,IL,60647,4,"1941 W North Avenue, Chicago, IL 60647"
Stout Barrel House and Galley,642 N Clark St,Chicago,IL,60654,4,"642 N Clark St, Chicago, IL 60654"
Strada,119 E 5th St,Los Angeles,CA,90013,4,"119 E 5th St, Los Angeles, CA 90013"
Strat's Restaurant,231 E North Ave,Villa Park,IL,60181,4,"231 E North Ave, Villa Park, IL 60181"
Streets BK,53 Broadway,Brooklyn,NY,11249,2,"53 Broadway, Brooklyn, NY 11249"
Streetside BBQ,905 w wadsworth,Philadelphia,PA,69150,3,"905 w wadsworth, Philadelphia, PA 69150"
Stuf'd,178 Varick Ave,Brooklyn,NY,11237,3,"178 Varick Ave, Brooklyn, NY 11237"
Sublime Sushi,2009 N. Damen,Chicago,IL,60647,3,"2009 N. Damen, Chicago, IL 60647"
Subway - Addison,2101 W. Army Trail Road,Addison,IL,60101,5,"2101 W. Army Trail Road, Addison, IL 60101"
Subway - Chicago,2421 N Clark St.,Chicago,IL,60614,4,"2421 N Clark St., Chicago, IL 60614"
Subway Wilmette,165 Green Bay Road,Wilmette,IL,60091,4,"165 Green Bay Road, Wilmette, IL 60091"
Su Casa,49 East Ontario St,Chicago,IL,60611,4,"49 East Ontario St, Chicago, IL 60611"
Sufi's,1814 Peachtree St,Atlanta,GA,30309,3,"1814 Peachtree St, Atlanta, GA 30309"
Sugar and Spice,1933 Massachusetts Ave,Cambridge,MA,2138,3,"1933 Massachusetts Ave, Cambridge, MA 2138"
Sugar Philly Truck,38th & Walnut St,Philadelphia,PA,19104,4,"38th & Walnut St, Philadelphia, PA 19104"
Sukhadia's Sweets and Indian Grill,1016 W Golf Rd,Hoffman Estates,IL,60169,4,"1016 W Golf Rd, Hoffman Estates, IL 60169"
Sultan's Market,2057 W North Ave,Chicago,IL,60647,4,"2057 W North Ave, Chicago, IL 60647"
Sum's Chop Suey,3753 Dempster St,Skokie,IL,60076,3,"3753 Dempster St, Skokie, IL 60076"
Summer House Santa Monica,1954 N Halsted St,Chicago,IL,60614,4,"1954 N Halsted St, Chicago, IL 60614"
Sumo Japanese Steak & Sushi,321 E NW Hwy,Palatine,IL,60067,4,"321 E NW Hwy, Palatine, IL 60067"
Sun's Chop Suey,5N105 Il Route 53,Itasca,IL,60143,4,"5N105 Il Route 53, Itasca, IL 60143"
Sunmist Restaurant,501 E Lake St,Addison,IL,60101,4,"501 E Lake St, Addison, IL 60101"
Sunny and Annie's,94 Ave B,New York,NY,10003,3,"94 Ave B, New York, NY 10003"
Sunny Side Up Pancake House,1142 W Devon Ave,Elk Grove Village,IL,60007,4,"1142 W Devon Ave, Elk Grove Village, IL 60007"
Sunrise Cafe,2012 W. Chicago Ave,Chicago,IL,60622,4,"2012 W. Chicago Ave, Chicago, IL 60622"
Sunset Grill,916 Commonwealth Ave,Boston,MA,2215,3,"916 Commonwealth Ave, Boston, MA 2215"
Sunshine Café,5449 N Clark St. (between Rascher Ave & Catalpa Ave),Chicago,IL,60640,10,"5449 N Clark St. (between Rascher Ave & Catalpa Ave), Chicago, IL 60640"
Sun Shui Restaurant,155 W Rand Rd,Arlington Heights,IL,60004,4,"155 W Rand Rd, Arlington Heights, IL 60004"
Sun Wah Bar-B-Que,5041 N. Broadway,Chicago,IL,60640,3,"5041 N. Broadway, Chicago, IL 60640"
Suparossa,6301 Purchase Dr,Woodridge,IL,60517,3,"6301 Purchase Dr, Woodridge, IL 60517"
Super China Buffet,331 W Golf Rd,Schaumburg,IL,60195,4,"331 W Golf Rd, Schaumburg, IL 60195"
Superdawg,6363 N. Milwaukee,Chicago,IL,60646,3,"6363 N. Milwaukee, Chicago, IL 60646"
Superdawg Wheeling,333 S Milwauke Ave,Wheeling,IL,60090,4,"333 S Milwauke Ave, Wheeling, IL 60090"
Super Sub,1048 N Ashland Ave,Chicago,IL,60647,4,"1048 N Ashland Ave, Chicago, IL 60647"
Super Taco,2S480 State Rte 59,Warrenville,IL,60555,4,"2S480 State Rte 59, Warrenville, IL 60555"
Supper Restaurant,156 E 2nd St (between Avenue B & Avenue A),New York,NY,10009,10,"156 E 2nd St (between Avenue B & Avenue A), New York, NY 10009"
Supreme Lobster and seafood,220 E. North Ave,Villa Park,IL,60181,4,"220 E. North Ave, Villa Park, IL 60181"
Surf's Up,715 W Roosevelt Rd,Maywood,IL,60153,4,"715 W Roosevelt Rd, Maywood, IL 60153"
Surf and Turf,Morrell Park,Philadelphia,PA,19114,2,"Morrell Park, Philadelphia, PA 19114"
Sushi,2507-09 N Lincoln Ave,Chicago,IL,60614,4,"2507-09 N Lincoln Ave, Chicago, IL 60614"
Sushi 28 Cafe,2863 N. Clark Street,Chicago,IL,60657,4,"2863 N. Clark Street, Chicago, IL 60657"
Sushi Bar & Japanese Restaurant,369 W Army Trail Rd,Bloomingdale,IL,60108,5,"369 W Army Trail Rd, Bloomingdale, IL 60108"
Sushi Burrito,1751 N Sheffield Ave,Chicago,IL,60614,4,"1751 N Sheffield Ave, Chicago, IL 60614"
Sushi by Chef Soon,1600 Maple Ave,Lisle,IL,60532,3,"1600 Maple Ave, Lisle, IL 60532"
Sushi by Sip,581 Washington St,Boston,MA,2110,3,"581 Washington St, Boston, MA 2110"
Sushi City,1510A 75th St,Downers Grove,IL,60516,3,"1510A 75th St, Downers Grove, IL 60516"
Sushi City,1139 Oak St,North Aurora,IL,60542,3,"1139 Oak St, North Aurora, IL 60542"
Sushi Factory,4632 Meridian Ave,San Jose,CA,94539,3,"4632 Meridian Ave, San Jose, CA 94539"
Sushi Fire 2,1905 W Badillo St,West Covina,CA,91790,4,"1905 W Badillo St, West Covina, CA 91790"
Sushihana,1291 E Ogden Ave,Naperville,IL,60563,4,"1291 E Ogden Ave, Naperville, IL 60563"
Sushi House,175 W Jackson Ave,Naperville,IL,60540,4,"175 W Jackson Ave, Naperville, IL 60540"
Sushi House,830 E Ogden Ave,Westmont,IL,60559,4,"830 E Ogden Ave, Westmont, IL 60559"
Sushi House,281 Rice Lake Sq,Wheaton,IL,60187,4,"281 Rice Lake Sq, Wheaton, IL 60187"
Sushi Inn,719 E Roosevelt Rd,Lombard,IL,60148,4,"719 E Roosevelt Rd, Lombard, IL 60148"
Sushi Mono,230 W Front St,Wheaton,IL,60187,4,"230 W Front St, Wheaton, IL 60187"
Sushi Nest,142 N York Rd,Elmhurst,IL,60126,4,"142 N York Rd, Elmhurst, IL 60126"
Sushi Para II,2256 N Clark St (between Grant Pl & Sedgwick St),Chicago,IL,60614,10,"2256 N Clark St (between Grant Pl & Sedgwick St), Chicago, IL 60614"
Sushi Para Japanese Restaurant,1268 E Dundee Rd,Palatine,IL,60074,4,"1268 E Dundee Rd, Palatine, IL 60074"
Sushi Pink,913 W. Washington Blvd.,Chicago,IL,60607,4,"913 W. Washington Blvd., Chicago, IL 60607"
Sushi Planet,624 S 3rd St,Queen Village,PA,19147,4,"624 S 3rd St, Queen Village, PA 19147"
Sushi Sai,123 N Wacker Dr,Chicago,IL,60606,4,"123 N Wacker Dr, Chicago, IL 60606"
Sushi Samba,504 north wells,Chicago,IL,60654,3,"504 north wells, Chicago, IL 60654"
Sushi Station,1641 Algonquin Rd,Rolling Meadows,IL,60008,3,"1641 Algonquin Rd, Rolling Meadows, IL 60008"
Sushi Sumo,3005 old alabama,Alpharetta,GA,30022,3,"3005 old alabama, Alpharetta, GA 30022"
Sushi Taiyo,58 E Ontario,Chicago,IL,60611,3,"58 E Ontario, Chicago, IL 60611"
Sushi Today,1665 Greenleaf Ave,Elk Grove Village,IL,60007,3,"1665 Greenleaf Ave, Elk Grove Village, IL 60007"
Sushi To Go,220 N. Smith St,Palatine,IL,60067,4,"220 N. Smith St, Palatine, IL 60067"
Sushi Train,70 S Weber Rd,Romeoville,IL,60446,4,"70 S Weber Rd, Romeoville, IL 60446"
Sushi Wabi,842 W. Randolph St,Chicago,IL,60607,4,"842 W. Randolph St, Chicago, IL 60607"
Sushi Ya,261 S Roselle Rd,Schaumburg,IL,60193,4,"261 S Roselle Rd, Schaumburg, IL 60193"
Sushiyobi,1526 Demonbreun St,Nashville,TN,37203,3,"1526 Demonbreun St, Nashville, TN 37203"
Sushi Yoshino,2150 Johnson Ferry Road,Atlanta,GA,30319,4,"2150 Johnson Ferry Road, Atlanta, GA 30319"
SuVan's Catering,3351 N. Lincoln Ave,Chicago,IL,60657,4,"3351 N. Lincoln Ave, Chicago, IL 60657"
Suzette's Creperie,211 W Front St,Wheaton,IL,60187,4,"211 W Front St, Wheaton, IL 60187"
Svea,5236 N. Clark Street,Chicago,IL,60640,4,"5236 N. Clark Street, Chicago, IL 60640"
Swartz's Deli,8718 Pacific St.,Omaha,NE,68114,3,"8718 Pacific St., Omaha, NE 68114"
Sweet Auburn Bread Company,234 Auburn Ave NE,Atlanta,GA,30303,4,"234 Auburn Ave NE, Atlanta, GA 30303"
Sweet Baby Ray's BBQ,249 E Irving Park Rd,Wood Dale,IL,60191,5,"249 E Irving Park Rd, Wood Dale, IL 60191"
Sweetcatch Poke,642 Lexington Ave,New York,NY,10022,3,"642 Lexington Ave, New York, NY 10022"
Sweet Cheats,692 Kirkwood Avenue SE,Atlanta,GA,30316,4,"692 Kirkwood Avenue SE, Atlanta, GA 30316"
Sweet Cupcakes,49 Massachusetts Ave,Boston,MA,2115,3,"49 Massachusetts Ave, Boston, MA 2115"
Sweet Lorraine’s Fabulous Mac n’ Cheez,375 N Milwaukee Ave Suite 200,Vernon Hills,IL,60061,6,"375 N Milwaukee Ave Suite 200, Vernon Hills, IL 60061"
Sweet Maple Village,1339 W. Taylor Street,Chicago,IL,60607,4,"1339 W. Taylor Street, Chicago, IL 60607"
Sweet Nick's Caribbean,741 Howard St,Evanston,IL,60202,3,"741 Howard St, Evanston, IL 60202"
Sweets & Savories,1534 W. Fullerton Ave,Chicago,IL,60614,4,"1534 W. Fullerton Ave, Chicago, IL 60614"
Sweet Station Chinese - Popup,2511 N Lincoln Ave,Chicago,IL,60614,4,"2511 N Lincoln Ave, Chicago, IL 60614"
Sweet Tomatoes,1951 E McConnor Pkwy,Schaumburg,IL,60173,4,"1951 E McConnor Pkwy, Schaumburg, IL 60173"
Sweet Tomatoes,986 N Rt 59,Aurora,IL,60504,4,"986 N Rt 59, Aurora, IL 60504"
Sweetwater Deli,316 Canal St,Lemont,IL,60439,3,"316 Canal St, Lemont, IL 60439"
Sweetwater Tavern & Grille,225 N Michigan Ave,Chicago,IL,60601,4,"225 N Michigan Ave, Chicago, IL 60601"
Swim Cafe,"1357 W Chicago Ave Chicago, IL 60642",Chicago,IL,60642,7,"1357 W Chicago Ave Chicago, IL 60642, Chicago, IL 60642"
Swine,531 Hudson St,New York,NY,10014,3,"531 Hudson St, New York, NY 10014"
Swirl Cafe,683 E Center St,Grayslake,IL,60030,4,"683 E Center St, Grayslake, IL 60030"
Szechwan Kingdom,545 S Waukegan Road,Northbrook,IL,60062,4,"545 S Waukegan Road, Northbrook, IL 60062"
Table Fifty- two,52 W. Elm Street,Chicago,IL,60610,4,"52 W. Elm Street, Chicago, IL 60610"
Taboun Grill,8808 Gross Point Rd,Skokie,IL,60077,4,"8808 Gross Point Rd, Skokie, IL 60077"
Taco Bell,2575 N Clybourn Ave,Chicago,IL,60614,4,"2575 N Clybourn Ave, Chicago, IL 60614"
Taco City,5152 N Cicero Ave,Chicago,IL,60630,4,"5152 N Cicero Ave, Chicago, IL 60630"
Taco Diner,1196 West Boughton Rd,Bolingbrook,IL,60440,4,"1196 West Boughton Rd, Bolingbrook, IL 60440"
Taco Express,7 W Quincy St,Westmont,IL,60559,4,"7 W Quincy St, Westmont, IL 60559"
Taco Express Mexican Grill,624 Grassmere Park,Nashville,TN,37211,3,"624 Grassmere Park, Nashville, TN 37211"
Taco Fresco,351 E Geneva Rd,Carol Stream,IL,60188,4,"351 E Geneva Rd, Carol Stream, IL 60188"
Taco Fresco,2860 Showplace Dr,Naperville,IL,60564,3,"2860 Showplace Dr, Naperville, IL 60564"
Taco Fresco,1763 Freedom Dr,Naperville,IL,60563,3,"1763 Freedom Dr, Naperville, IL 60563"
Taco Grill and Salsa Bar,111 W Ogden Ave,Westmont,IL,60559,4,"111 W Ogden Ave, Westmont, IL 60559"
Taco Grill and Salsa Bar - Old,111 W Ogden Ave,Westmont,IL,60559,4,"111 W Ogden Ave, Westmont, IL 60559"
Taco House,178 Church St,New York,NY,10013,3,"178 Church St, New York, NY 10013"
Taco Joint - River North,158 W Ontario St,Chicago,IL,60654,4,"158 W Ontario St, Chicago, IL 60654"
Taco Joint Urban Taqueria and Cantina,"1969 N Halsted St,",Chicago,IL,60614,4,"1969 N Halsted St,, Chicago, IL 60614"
Taco Madre,352 N Randell Rd,Aurora,IL,60542,4,"352 N Randell Rd, Aurora, IL 60542"
Taco Mex,10658 S Torrence Ave,Chicago,IL,60617,4,"10658 S Torrence Ave, Chicago, IL 60617"
Taco Movil #2,733 Aurora Ave,Aurora,IL,60505,3,"733 Aurora Ave, Aurora, IL 60505"
Taco Patio,1321 Irving Park Rd,Hanover Park,IL,60133,4,"1321 Irving Park Rd, Hanover Park, IL 60133"
Taco Patio,4018 Butterfield Rd,Bellwood,IL,60104,3,"4018 Butterfield Rd, Bellwood, IL 60104"
Taco Place & Steak House,2114 W Lawrence Ave,Chicago,IL,60625,4,"2114 W Lawrence Ave, Chicago, IL 60625"
Taco Real,1029 W North Ave,Villa Park,IL,60181,4,"1029 W North Ave, Villa Park, IL 60181"
Tacos de Luna,2255 W Taylor St,Chicago,IL,60612,4,"2255 W Taylor St, Chicago, IL 60612"
Tacos El Norte,118 Washington Ave,Highwood,IL,60040,3,"118 Washington Ave, Highwood, IL 60040"
Tacos El Norte,1324 N Rand Rd,Palatine,IL,60074,4,"1324 N Rand Rd, Palatine, IL 60074"
Tacos Locos,4732 N River Rd,Schiller Park,IL,60176,4,"4732 N River Rd, Schiller Park, IL 60176"
Tacos Los Pepes,18 W State St,North Aurora,IL,60542,4,"18 W State St, North Aurora, IL 60542"
Tacos Mexico,18125 Saticoy St. Ste a.,Reseda,CA,91335,5,"18125 Saticoy St. Ste a., Reseda, CA 91335"
Tacos Morelos,25 Ave A,New York,NY,10009,3,"25 Ave A, New York, NY 10009"
Tacqueria Los 3 Potrillos,425 W Lake St,Addison,IL,60101,4,"425 W Lake St, Addison, IL 60101"
Tac Quick,3930 N. Sheridan Rd,Chicago,IL,60613,4,"3930 N. Sheridan Rd, Chicago, IL 60613"
Tadka,4448 E New York St,Aurora,IL,60504,5,"4448 E New York St, Aurora, IL 60504"
Tae Fu Chinese Restaurant,312 E Saint Charles Rd,Villa Park,IL,60181,5,"312 E Saint Charles Rd, Villa Park, IL 60181"
Tagine Fine Moroccan Cuisine,221 W 38th St,New York,NY,10018,4,"221 W 38th St, New York, NY 10018"
Tahini Mediterranean Cafe,60 E Jackson Blvd,Chicago,IL,60604,4,"60 E Jackson Blvd, Chicago, IL 60604"
Tai San Chef,2813 83rd St,Darien,IL,60561,3,"2813 83rd St, Darien, IL 60561"
Takashi,1952 N Damen Ave,Chicago,IL,60647,4,"1952 N Damen Ave, Chicago, IL 60647"
Taka Sushi,2960 Artesian Rd,Naperville,IL,60564,3,"2960 Artesian Rd, Naperville, IL 60564"
Take Me Out,1502 W 18th St,Chicago,IL,60608,4,"1502 W 18th St, Chicago, IL 60608"
Take Me Out,1502 W 18th St,Chicago,IL,60608,4,"1502 W 18th St, Chicago, IL 60608"
Takito Kitchen,2013 W Division St (between Damen Ave & Hoyne Ave),Chicago,IL,60622,10,"2013 W Division St (between Damen Ave & Hoyne Ave), Chicago, IL 60622"
Takumi,555 W. Madison Street,Chicago,IL,60661,4,"555 W. Madison Street, Chicago, IL 60661"
Tamale Foodie,27 N.wacker dr. ste174,Chicago,IL,60606,4,"27 N.wacker dr. ste174, Chicago, IL 60606"
Tamale Man,3320 N Eastern Ave,Los Angeles,CA,90032,4,"3320 N Eastern Ave, Los Angeles, CA 90032"
Tamales Lo Mejor de Guerrero,7024 N Clark St,Chicago,IL,60626,4,"7024 N Clark St, Chicago, IL 60626"
Tamarind,41-43 E 22nd St,New York,NY,10010,4,"41-43 E 22nd St, New York, NY 10010"
Tamarind,614 S Wabash Ave,Chicago,IL,60605,4,"614 S Wabash Ave, Chicago, IL 60605"
Tamarind Court,1034 Weiland Rd,Buffalo Grove,IL,60089,3,"1034 Weiland Rd, Buffalo Grove, IL 60089"
Tamazula Grill,920 E Roosevelt Rd,West Chicago,IL,60185,4,"920 E Roosevelt Rd, West Chicago, IL 60185"
T and N Deli,1820 W Moyamensing Ave,Philadelphia,PA,19145,4,"1820 W Moyamensing Ave, Philadelphia, PA 19145"
T and N Homemade Kitchen,1820 W Moyamensing Ave,Philadelphia,PA,19145,4,"1820 W Moyamensing Ave, Philadelphia, PA 19145"
Tandoor Char House,2652 N Halsted St,Chicago,IL,60614,4,"2652 N Halsted St, Chicago, IL 60614"
Tandoor Hut,1301 Rt 59,Naperville,IL,60564,3,"1301 Rt 59, Naperville, IL 60564"
Tandoori Indian Grill,627 Meacham Rd,Elk Grove Village,IL,60007,3,"627 Meacham Rd, Elk Grove Village, IL 60007"
Tandoor India Fishtown,1832 N Front St,Philadelphia,PA,19122,4,"1832 N Front St, Philadelphia, PA 19122"
Tandoor India Restaurant,5300 W Touhy Ave,Skokie,IL,60077,4,"5300 W Touhy Ave, Skokie, IL 60077"
Tang Dynasty,3416 S Rt 59,Naperville,IL,60564,4,"3416 S Rt 59, Naperville, IL 60564"
Tangerine Café,47 E Chicago Ave,Naperville,IL,60540,4,"47 E Chicago Ave, Naperville, IL 60540"
Tangerine Restaurant,123 Astronaut E S Onizuka St,Los Angeles,CA,90012,6,"123 Astronaut E S Onizuka St, Los Angeles, CA 90012"
Tango,5 W Jackson Ave,Naperville,IL,60540,4,"5 W Jackson Ave, Naperville, IL 60540"
Tango Sur,3763 N Southport Ave,Chicago,IL,60613,4,"3763 N Southport Ave, Chicago, IL 60613"
Tank Noodles,4953-55 N.Broadway,Chicago,IL,60640,2,"4953-55 N.Broadway, Chicago, IL 60640"
Tank Sushi,4514 N Lincoln Ave,Chicago,IL,60625,4,"4514 N Lincoln Ave, Chicago, IL 60625"
Tanoor,2923 S Archer Ave.,Chicago,IL,60608,4,"2923 S Archer Ave., Chicago, IL 60608"
Tanoor Catering,2296 S Blue Island Ave,Chicago,IL,60608,5,"2296 S Blue Island Ave, Chicago, IL 60608"
Tapalpa Mexican Restaurant,770 S Arlington Heights Rd,Elk Grove Village,IL,60007,5,"770 S Arlington Heights Rd, Elk Grove Village, IL 60007"
Tapas Gitana Chicago,3445 N Halsted Street,Chicago,IL,60657,4,"3445 N Halsted Street, Chicago, IL 60657"
Tapas Valencia,1530 S State St,Chicago,IL,60605,4,"1530 S State St, Chicago, IL 60605"
Tap House Grill,56 w wilson,Palatine,IL,60067,3,"56 w wilson, Palatine, IL 60067"
Taqueria & Restaurant Cd. Hidalgo,7104 N. Clark,Chicago,IL,60626,3,"7104 N. Clark, Chicago, IL 60626"
Taqueria Azteca,303 East Irving Park,Wood Dale,IL,60191,4,"303 East Irving Park, Wood Dale, IL 60191"
Taqueria Durango,101 S LaSalle St,Aurora,IL,60505,4,"101 S LaSalle St, Aurora, IL 60505"
Taqueria El Brasero,944 N Farnsworth Ave,Aurora,IL,60505,4,"944 N Farnsworth Ave, Aurora, IL 60505"
Taqueria El Pueblito,5152 N Cicero Ave,Chicago,IL,60630,4,"5152 N Cicero Ave, Chicago, IL 60630"
Taqueria El Sol Del Pueblo,1221 W Irving Park Rd,Bensenville,IL,60106,5,"1221 W Irving Park Rd, Bensenville, IL 60106"
Taqueria El Vecino,2743 LaVista Rd,Decatur,GA,30033,3,"2743 LaVista Rd, Decatur, GA 30033"
Taqueria Hacienda,9710 S Commercial Ave,Chicago,IL,60617,4,"9710 S Commercial Ave, Chicago, IL 60617"
Taqueria Hernandez,6983 N Clark St,Chicago,IL,60610,4,"6983 N Clark St, Chicago, IL 60610"
Taqueria La Carreta,9970 Grand Ave,Franklin Park,IL,60131,3,"9970 Grand Ave, Franklin Park, IL 60131"
Taqueria Los Portales,1418 W Morse Ave,Chicago,IL,60686,4,"1418 W Morse Ave, Chicago, IL 60686"
Taqueria Mi Guadalupe,7021 N Clark,Chicago,IL,60626,3,"7021 N Clark, Chicago, IL 60626"
Taqueria Mi Tierra,459 W Irving Park Rd,Bensenville,IL,60106,5,"459 W Irving Park Rd, Bensenville, IL 60106"
